Long,Lat,DET_ana_Type,***Performance_Based***,PB_ana_Type,PB_Return_P.,PB_Cetin_Uncorr_Strain,Cetin_percent,PB_IandY_Uncorr_Strain,IandY_percent,PB_Cetin_Equiv_Strain,PB_IandY_Equiv_Strain,PB_Seismic_Slope_Disp_RandS,PB_Seismic_Slope_Disp_BandT
-150.888,60.655,Mean,***|,N/A,1033,0.023701713,2.37017132,0.027244994,2.72449938,0.023701713,0.027244994,45.38770113,22.28255716
-136.224,59.593,Mean,***|,N/A,1033,0.016792765,1.679276545,0.016994765,1.699476474,0.016792765,0.016994765,10.25362128,8.759451874
-136.173,59.587,Mean,***|,N/A,1033,0.016861583,1.686158277,0.017167954,1.716795351,0.016861583,0.017167954,10.2987168,8.821759876
-136.123,59.58,Mean,***|,N/A,1033,0.014978375,1.497837511,0.017335788,1.733578772,0.014978375,0.017335788,8.76962669,8.050601122
-136.072,59.573,Mean,***|,N/A,1033,0.015155695,1.51556952,0.017603354,1.760335368,0.015155695,0.017603354,8.709971574,8.017911778
-152.919,60.698,Mean,***|,N/A,1033,0.014217048,1.421704756,0.016303,1.630300007,0.014217048,0.016303,8.052993714,8.371193121
-152.864,60.698,Mean,***|,N/A,1033,0.01587052,1.587051966,0.017782266,1.778226577,0.01587052,0.017782266,8.640565044,8.755735685
-152.809,60.698,Mean,***|,N/A,1033,0.015599055,1.559905526,0.017275875,1.727587492,0.015599055,0.017275875,9.072735646,9.036695656
-152.754,60.698,Mean,***|,N/A,1033,0.015274689,1.527468919,0.018754661,1.875466137,0.015274689,0.018754661,9.607762033,9.366765965
-152.699,60.698,Mean,***|,N/A,1033,0.014992021,1.499202135,0.018401678,1.840167828,0.014992021,0.018401678,10.13788354,9.696695536
-152.644,60.698,Mean,***|,N/A,1033,0.016681538,1.668153843,0.017966758,1.796675773,0.016681538,0.017966758,10.73242568,10.05872855
-152.589,60.698,Mean,***|,N/A,1033,0.016465608,1.646560822,0.019653505,1.965350464,0.016465608,0.019653505,11.22120505,10.33246602
-152.534,60.697,Mean,***|,N/A,1033,0.016149309,1.614930872,0.019180749,1.918074889,0.016149309,0.019180749,12.02429694,10.81641635
-152.479,60.697,Mean,***|,N/A,1033,0.015982383,1.598238258,0.018921704,1.892170382,0.015982383,0.018921704,12.47529102,11.05759206
-152.424,60.697,Mean,***|,N/A,1033,0.017691841,1.769184113,0.020541991,2.054199095,0.017691841,0.020541991,13.11522386,11.40195214
-152.369,60.697,Mean,***|,N/A,1033,0.017397014,1.739701438,0.020123886,2.012388602,0.017397014,0.020123886,13.9633104,11.89509865
-152.315,60.696,Mean,***|,N/A,1033,0.01721897,1.721896965,0.021847464,2.184746418,0.01721897,0.021847464,14.52961197,12.15492129
-152.26,60.696,Mean,***|,N/A,1033,0.016971554,1.697155365,0.021498431,2.149843117,0.016971554,0.021498431,15.32097885,12.59181254
-152.205,60.696,Mean,***|,N/A,1033,0.018734385,1.873438457,0.021204173,2.12041734,0.018734385,0.021204173,15.96041504,12.92959969
-152.15,60.695,Mean,***|,N/A,1033,0.018522981,1.852298106,0.020924735,2.092473545,0.018522981,0.020924735,16.68146276,13.24962018
-152.095,60.695,Mean,***|,N/A,1033,0.018279367,1.827936729,0.022565201,2.256520088,0.018279367,0.022565201,17.52458794,13.68810823
-152.04,60.695,Mean,***|,N/A,1033,0.018053999,1.805399947,0.022286212,2.228621234,0.018053999,0.022286212,18.44409391,14.10680489
-151.381,60.688,Mean,***|,N/A,1033,0.021471521,2.147152109,0.024957714,2.495771437,0.021471521,0.024957714,31.24822014,18.85854445
-151.326,60.688,Mean,***|,N/A,1033,0.021257659,2.125765898,0.026765359,2.67653591,0.021257659,0.026765359,32.36791188,19.17352549
-151.271,60.687,Mean,***|,N/A,1033,0.021080498,2.108049781,0.026612961,2.661296138,0.021080498,0.026612961,33.41958454,19.37960447
-151.216,60.686,Mean,***|,N/A,1033,0.022847679,2.284767905,0.026394594,2.639459396,0.022847679,0.026394594,35.0000827,19.89647759
-151.161,60.686,Mean,***|,N/A,1033,0.022615938,2.261593828,0.02615674,2.615674046,0.022615938,0.02615674,36.73742561,20.37756713
-151.106,60.685,Mean,***|,N/A,1033,0.022439008,2.243900809,0.025988539,2.598853904,0.022439008,0.025988539,38.31832489,20.76191739
-151.051,60.684,Mean,***|,N/A,1033,0.022252296,2.22522963,0.027788774,2.778877372,0.022252296,0.027788774,39.97925135,21.24029359
-150.996,60.683,Mean,***|,N/A,1033,0.022070208,2.207020767,0.027592973,2.759297313,0.022070208,0.027592973,41.73216566,21.74083673
-150.942,60.682,Mean,***|,N/A,1033,0.023893628,2.389362807,0.027403512,2.740351201,0.023893628,0.027403512,43.42072533,22.15754456
-150.887,60.681,Mean,***|,N/A,1033,0.023764401,2.376440061,0.027303491,2.730349148,0.023764401,0.027303491,44.79234844,22.25359209
-150.832,60.681,Mean,***|,N/A,1033,0.023566075,2.356607491,0.027130975,2.713097523,0.023566075,0.027130975,46.84649313,22.81340048
-136.211,59.619,Mean,***|,N/A,1033,0.014999874,1.499987384,0.017425562,1.74255617,0.014999874,0.017425562,8.759492255,7.976852674
-136.16,59.612,Mean,***|,N/A,1033,0.015080502,1.508050236,0.017519178,1.751917814,0.015080502,0.017519178,9.907343204,8.613160049
-136.109,59.606,Mean,***|,N/A,1033,0.015327024,1.532702373,0.0159152,1.591520015,0.015327024,0.0159152,9.283985883,8.253392295
-152.919,60.725,Mean,***|,N/A,1033,0.014323093,1.432309294,0.016478012,1.647801164,0.014323093,0.016478012,7.86318965,8.231415477
-152.864,60.725,Mean,***|,N/A,1033,0.014070138,1.407013822,0.016096671,1.609667089,0.014070138,0.016096671,8.311325035,8.539960257
-152.809,60.725,Mean,***|,N/A,1033,0.01572882,1.572881957,0.017544478,1.754447775,0.01572882,0.017544478,8.832059989,8.86738871
-152.754,60.725,Mean,***|,N/A,1033,0.015444465,1.544446482,0.017044668,1.704466838,0.015444465,0.017044668,9.322473932,9.17693913
-152.699,60.725,Mean,***|,N/A,1033,0.015120686,1.51206859,0.018558138,1.855813834,0.015120686,0.018558138,9.890507526,9.52997652
-152.644,60.725,Mean,***|,N/A,1033,0.016817599,1.68175986,0.018194683,1.81946835,0.016817599,0.018194683,10.42389428,9.859967295
-152.589,60.724,Mean,***|,N/A,1033,0.016537664,1.653766395,0.019763232,1.976323154,0.016537664,0.019763232,11.0316441,10.22433467
-152.534,60.724,Mean,***|,N/A,1033,0.016285532,1.628553184,0.019381426,1.938142593,0.016285532,0.019381426,11.64891946,10.59562586
-152.479,60.724,Mean,***|,N/A,1033,0.016046629,1.604662929,0.019024708,1.902470829,0.016046629,0.019024708,12.30835425,10.94664671
-152.424,60.724,Mean,***|,N/A,1033,0.017783736,1.778373621,0.020646514,2.064651447,0.017783736,0.020646514,12.93775707,11.32368741
-152.369,60.724,Mean,***|,N/A,1033,0.017515047,1.751504718,0.020290217,2.029021687,0.017515047,0.020290217,13.60687939,11.67690641
-152.314,60.723,Mean,***|,N/A,1033,0.01731796,1.731796015,0.020004072,2.000407192,0.01731796,0.020004072,14.24012494,12.02597017
-152.259,60.723,Mean,***|,N/A,1033,0.017084564,1.708456407,0.021650027,2.165002711,0.017084564,0.021650027,14.96264233,12.37980012
-152.204,60.723,Mean,***|,N/A,1033,0.018844312,1.884431171,0.02135735,2.135735036,0.018844312,0.02135735,15.64374376,12.73923462
-152.149,60.722,Mean,***|,N/A,1033,0.01854573,1.85457304,0.020949485,2.094948462,0.01854573,0.020949485,16.65665365,13.288801
-152.094,60.722,Mean,***|,N/A,1033,0.018384575,1.838457502,0.022719677,2.271967737,0.018384575,0.022719677,17.1621159,13.4706534
-152.039,60.722,Mean,***|,N/A,1033,0.018114716,1.811471599,0.022340988,2.234098779,0.018114716,0.022340988,18.16929423,13.98866391
-151.984,60.721,Mean,***|,N/A,1033,0.01795009,1.795008997,0.022141447,2.214144687,0.01795009,0.022141447,18.82400681,14.26610407
-151.379,60.715,Mean,***|,N/A,1033,0.021638449,2.163844941,0.025096888,2.509688809,0.021638449,0.025096888,30.20973423,18.4892126
-151.324,60.715,Mean,***|,N/A,1033,0.021383002,2.13830016,0.026855648,2.685564788,0.021383002,0.026855648,31.63801219,18.92388989
-151.27,60.714,Mean,***|,N/A,1033,0.021158473,2.11584727,0.026666931,2.666693079,0.021158473,0.026666931,32.72205686,19.21063693
-151.215,60.713,Mean,***|,N/A,1033,0.022915696,2.291569642,0.026445613,2.644561253,0.022915696,0.026445613,34.26553155,19.73636294
-151.16,60.712,Mean,***|,N/A,1033,0.022723683,2.272368299,0.026262826,2.626282636,0.022723683,0.026262826,35.81277957,20.15550117
-151.105,60.712,Mean,***|,N/A,1033,0.022488256,2.248825594,0.026010911,2.601091132,0.022488256,0.026010911,37.66266898,20.74681102
-151.05,60.711,Mean,***|,N/A,1033,0.022332204,2.233220359,0.027878365,2.787836495,0.022332204,0.027878365,39.22190301,21.01353811
-150.995,60.71,Mean,***|,N/A,1033,0.022162327,2.216232732,0.027680629,2.768062871,0.022162327,0.027680629,40.67621825,21.46707953
-150.94,60.709,Mean,***|,N/A,1033,0.022016687,2.201668661,0.027513202,2.751320222,0.022016687,0.027513202,42.38872957,21.83661174
-150.885,60.708,Mean,***|,N/A,1033,0.023818694,2.381869443,0.027343691,2.734369133,0.023818694,0.027343691,44.21684176,22.28805915
-136.147,59.638,Mean,***|,N/A,1033,0.015478586,1.547858576,0.016096533,1.609653273,0.015478586,0.016096533,8.475888054,7.840411942
-136.096,59.632,Mean,***|,N/A,1033,0.015822802,1.582280249,0.016460087,1.646008687,0.015822802,0.016460087,8.117316989,7.555495259
-152.864,60.752,Mean,***|,N/A,1033,0.014219178,1.421917825,0.016316405,1.631640501,0.014219178,0.016316405,8.04440707,8.349082656
-152.809,60.752,Mean,***|,N/A,1033,0.015886552,1.58865516,0.017805391,1.780539062,0.015886552,0.017805391,8.630882684,8.755351728
-152.534,60.751,Mean,***|,N/A,1033,0.016420843,1.64208429,0.019584203,1.958420315,0.016420843,0.019584203,11.33536613,10.41236591
-152.478,60.751,Mean,***|,N/A,1033,0.016158043,1.615804305,0.019193467,1.919346746,0.016158043,0.019193467,11.96869444,10.77936284
-152.478,60.751,Mean,***|,N/A,1033,0.016158043,1.615804305,0.019193467,1.919346746,0.016158043,0.019193467,11.96869444,10.77936284
-152.423,60.751,Mean,***|,N/A,1033,0.017910922,1.79109217,0.020824252,2.082425202,0.017910922,0.020824252,12.62057885,11.1489287
-152.368,60.751,Mean,***|,N/A,1033,0.017659895,1.765989504,0.020490244,2.049024381,0.017659895,0.020490244,13.25070259,11.50412486
-152.313,60.75,Mean,***|,N/A,1033,0.01734867,1.734866972,0.020054136,2.00541364,0.01734867,0.020054136,14.08625084,11.95057914
-152.258,60.75,Mean,***|,N/A,1033,0.017227908,1.722790792,0.02187035,2.187035015,0.017227908,0.02187035,14.53507193,12.13140889
-152.203,60.75,Mean,***|,N/A,1033,0.018870459,1.887045894,0.021380068,2.138006766,0.018870459,0.021380068,15.60455538,12.77986222
-152.148,60.749,Mean,***|,N/A,1033,0.018700776,1.870077634,0.021172926,2.117292642,0.018700776,0.021172926,16.08908049,12.93776581
-152.093,60.749,Mean,***|,N/A,1033,0.018401718,1.840171823,0.02272848,2.272848007,0.018401718,0.02272848,17.14580983,13.539919
-152.038,60.749,Mean,***|,N/A,1033,0.018228007,1.822800747,0.022512081,2.251208109,0.018228007,0.022512081,17.78149385,13.75307615
-151.983,60.748,Mean,***|,N/A,1033,0.017984114,1.798411405,0.022186804,2.21868039,0.017984114,0.022186804,18.71014724,14.24303145
-151.928,60.748,Mean,***|,N/A,1033,0.019744954,1.974495376,0.023855767,2.385576724,0.019744954,0.023855767,19.63926064,14.65291753
-151.818,60.747,Mean,***|,N/A,1033,0.019287979,1.928797928,0.023035829,2.303582897,0.019287979,0.023035829,21.55570422,15.46808878
-151.763,60.746,Mean,***|,N/A,1033,0.019133464,1.913346393,0.024783993,2.478399318,0.019133464,0.024783993,22.26316468,15.70815703
-151.323,60.742,Mean,***|,N/A,1033,0.021555495,2.15554954,0.025023184,2.502318393,0.021555495,0.025023184,30.58515973,18.55034656
-151.268,60.741,Mean,***|,N/A,1033,0.021255334,2.125533374,0.026750315,2.675031517,0.021255334,0.026750315,32.27132573,19.1421257
-151.213,60.74,Mean,***|,N/A,1033,0.021024267,2.102426698,0.026543629,2.654362889,0.021024267,0.026543629,33.86017638,19.52883068
-151.158,60.739,Mean,***|,N/A,1033,0.022829626,2.282962597,0.026357986,2.635798579,0.022829626,0.026357986,34.999755,19.94251504
-151.103,60.739,Mean,***|,N/A,1033,0.02266401,2.266400993,0.026206958,2.620695819,0.02266401,0.026206958,36.3454967,20.18984475
-151.048,60.738,Mean,***|,N/A,1033,0.022425604,2.242560393,0.025958961,2.595896088,0.022425604,0.025958961,38.33538103,20.83507774
-151.048,60.738,Mean,***|,N/A,1033,0.022425604,2.242560393,0.025958961,2.595896088,0.022425604,0.025958961,38.33538103,20.83507774
-150.993,60.737,Mean,***|,N/A,1033,0.022277826,2.227782564,0.027819934,2.781993407,0.022277826,0.027819934,39.76038761,21.06545637
-150.938,60.736,Mean,***|,N/A,1033,0.022089298,2.208929817,0.027601785,2.76017854,0.022089298,0.027601785,41.3692274,21.56539541
-150.883,60.735,Mean,***|,N/A,1033,0.023864453,2.38644534,0.027370981,2.737098133,0.023864453,0.027370981,43.73517686,22.34370888
-136.083,59.657,Mean,***|,N/A,1033,0.014204101,1.420410088,0.014962087,1.496208679,0.014204101,0.014962087,6.260570451,6.442780578
-152.864,60.779,Mean,***|,N/A,1033,0.014305779,1.430577945,0.016447791,1.644779096,0.014305779,0.016447791,7.906539439,8.274586206
-152.809,60.779,Mean,***|,N/A,1033,0.014053466,1.405346638,0.016076062,1.607606203,0.014053466,0.016076062,8.341766819,8.551362451
-152.753,60.779,Mean,***|,N/A,1033,0.015679156,1.567915577,0.017420298,1.742029759,0.015679156,0.017420298,8.997236496,8.990976627
-152.698,60.779,Mean,***|,N/A,1033,0.015388904,1.538890366,0.01695556,1.69555601,0.015388904,0.01695556,9.423490364,9.242880238
-152.643,60.778,Mean,***|,N/A,1033,0.015017158,1.501715774,0.018420392,1.842039183,0.015017158,0.018420392,10.10146187,9.686919322
-152.588,60.778,Mean,***|,N/A,1033,0.016768394,1.676839375,0.018097074,1.809707419,0.016768394,0.018097074,10.59157468,9.976455717
-152.533,60.778,Mean,***|,N/A,1033,0.016468294,1.646829369,0.019660559,1.966055944,0.016468294,0.019660559,11.22432875,10.3590182
-152.478,60.778,Mean,***|,N/A,1033,0.016201043,1.620104263,0.019262594,1.926259448,0.016201043,0.019262594,11.90051488,10.74677474
-152.423,60.778,Mean,***|,N/A,1033,0.015982763,1.598276251,0.018925286,1.892528632,0.015982763,0.018925286,12.524702,11.11172023
-152.368,60.777,Mean,***|,N/A,1033,0.01768929,1.768929017,0.020537943,2.053794257,0.01768929,0.020537943,13.22595546,11.49984196
-152.313,60.777,Mean,***|,N/A,1033,0.017452395,1.745239511,0.020200706,2.020070556,0.017452395,0.020200706,13.83786457,11.84376371
-152.258,60.777,Mean,***|,N/A,1033,0.017217315,1.721731513,0.021845735,2.184573462,0.017217315,0.021845735,14.56266181,12.20048304
-152.203,60.777,Mean,***|,N/A,1033,0.016995935,1.699593484,0.021519936,2.151993605,0.016995935,0.021519936,15.30636228,12.59641227
-152.148,60.776,Mean,***|,N/A,1033,0.018666257,1.866625679,0.021115958,2.111595848,0.018666257,0.021115958,16.25862749,13.12955715
-152.093,60.776,Mean,***|,N/A,1033,0.018486704,1.848670421,0.022858288,2.285828779,0.018486704,0.022858288,16.90546103,13.41385653
-152.037,60.776,Mean,***|,N/A,1033,0.018231864,1.823186374,0.022502902,2.25029021,0.018231864,0.022502902,17.81406559,13.8826172
-151.982,60.775,Mean,***|,N/A,1033,0.01801497,1.801496992,0.022232115,2.223211538,0.01801497,0.022232115,18.6062364,14.21706888
-151.927,60.775,Mean,***|,N/A,1033,0.019780787,1.978078656,0.021933887,2.193388695,0.019780787,0.021933887,19.52372808,14.64548286
-151.872,60.774,Mean,***|,N/A,1033,0.019544603,1.9544603,0.023486177,2.348617736,0.019544603,0.023486177,20.48619991,15.07907901
-151.817,60.774,Mean,***|,N/A,1033,0.019327641,1.932764053,0.023117002,2.311700242,0.019327641,0.023117002,21.43154977,15.44396305
-151.762,60.773,Mean,***|,N/A,1033,0.019136094,1.913609399,0.024783017,2.478301669,0.019136094,0.024783017,22.32382784,15.82970905
-151.157,60.766,Mean,***|,N/A,1033,0.02284761,2.284760986,0.026365644,2.636564415,0.02284761,0.026365644,34.82355509,20.01932275
-151.102,60.766,Mean,***|,N/A,1033,0.022649477,2.264947716,0.026164985,2.616498465,0.022649477,0.026164985,36.34308046,20.49885895
-151.046,60.765,Mean,***|,N/A,1033,0.022505953,2.250595304,0.026022361,2.602236115,0.022505953,0.026022361,37.48277088,20.73210641
-150.991,60.764,Mean,***|,N/A,1033,0.02237885,2.237884982,0.025939612,2.593961185,0.02237885,0.025939612,38.73393072,20.89873669
-150.936,60.763,Mean,***|,N/A,1033,0.022188841,2.218884084,0.027696246,2.769624637,0.022188841,0.027696246,40.32220167,21.4228514
-150.881,60.762,Mean,***|,N/A,1033,0.022077453,2.207745287,0.027574707,2.757470653,0.022077453,0.027574707,41.69280146,21.61696324
-152.808,60.806,Mean,***|,N/A,1033,0.014115224,1.411522416,0.016170916,1.61709156,0.014115224,0.016170916,8.260566131,8.510412248
-152.753,60.806,Mean,***|,N/A,1033,0.015833564,1.583356375,0.017726957,1.772695685,0.015833564,0.017726957,8.710322294,8.798286107
-152.698,60.806,Mean,***|,N/A,1033,0.015516605,1.551660458,0.017162884,1.71628842,0.015516605,0.017162884,9.244098785,9.1576398
-152.643,60.805,Mean,***|,N/A,1033,0.015174712,1.51747116,0.018630689,1.863068876,0.015174712,0.018630689,9.811012638,9.50733694
-152.588,60.805,Mean,***|,N/A,1033,0.01685492,1.685492015,0.01825362,1.825361964,0.01685492,0.01825362,10.37439391,9.852431032
-152.533,60.805,Mean,***|,N/A,1033,0.01656036,1.656036001,0.019776742,1.977674158,0.01656036,0.019776742,11.05377428,10.27287268
-152.478,60.805,Mean,***|,N/A,1033,0.016347665,1.634766466,0.019480144,1.948014418,0.016347665,0.019480144,11.53907053,10.55841525
-152.422,60.805,Mean,***|,N/A,1033,0.016076944,1.607694441,0.019097673,1.909767303,0.016076944,0.019097673,12.21880363,10.9419841
-152.367,60.804,Mean,***|,N/A,1033,0.017719469,1.77194687,0.020560349,2.056034946,0.017719469,0.020560349,13.18926675,11.51220546
-152.312,60.804,Mean,***|,N/A,1033,0.017494704,1.749470403,0.020266735,2.026673462,0.017494704,0.020266735,13.72416896,11.79254762
-152.257,60.804,Mean,***|,N/A,1033,0.017258297,1.725829662,0.019919633,1.991963321,0.017258297,0.019919633,14.53012693,12.25441587
-152.202,60.804,Mean,***|,N/A,1033,0.016984687,1.698468673,0.021498194,2.149819411,0.016984687,0.021498194,15.39495179,12.70459232
-152.147,60.803,Mean,***|,N/A,1033,0.018741661,1.87416614,0.021208566,2.120856647,0.018741661,0.021208566,16.04377743,13.05762759
-152.092,60.803,Mean,***|,N/A,1033,0.01848768,1.848768027,0.022852511,2.285251098,0.01848768,0.022852511,16.92632387,13.48796434
-152.037,60.802,Mean,***|,N/A,1033,0.018284187,1.828418732,0.022571423,2.25714226,0.018284187,0.022571423,17.65817636,13.85335897
-151.982,60.802,Mean,***|,N/A,1033,0.018094476,1.809447603,0.022312476,2.231247648,0.018094476,0.022312476,18.31292232,14.13155817
-151.926,60.802,Mean,***|,N/A,1033,0.019835326,1.983532644,0.022001052,2.200105209,0.019835326,0.022001052,19.35766001,14.63420744
-151.871,60.801,Mean,***|,N/A,1033,0.01958642,1.958641995,0.023543456,2.354345633,0.01958642,0.023543456,20.34752818,15.13699982
-151.816,60.801,Mean,***|,N/A,1033,0.019450153,1.945015257,0.023293267,2.329326678,0.019450153,0.023293267,20.83615478,15.2746788
-150.99,60.791,Mean,***|,N/A,1033,0.022377358,2.237735794,0.027892951,2.789295091,0.022377358,0.027892951,38.6813378,21.2174644
-150.935,60.79,Mean,***|,N/A,1033,0.022244878,2.224487822,0.027754167,2.775416722,0.022244878,0.027754167,39.85647632,21.4493321
-152.808,60.833,Mean,***|,N/A,1033,0.014240833,1.424083347,0.016347664,1.634766411,0.014240833,0.016347664,8.032529454,8.359454331
-152.753,60.833,Mean,***|,N/A,1033,0.013979692,1.397969179,0.015958326,1.595832596,0.013979692,0.015958326,8.49282727,8.658129504
-152.698,60.832,Mean,***|,N/A,1033,0.015641634,1.564163443,0.01735832,1.735832001,0.015641634,0.01735832,9.052811036,9.02540689
-152.643,60.832,Mean,***|,N/A,1033,0.015335336,1.533533598,0.018847524,1.884752443,0.015335336,0.018847524,9.524440305,9.309135548
-152.588,60.832,Mean,***|,N/A,1033,0.016888083,1.688808295,0.018296989,1.829698867,0.016888083,0.018296989,10.32349514,9.834099216
-152.532,60.832,Mean,***|,N/A,1033,0.01663184,1.663184011,0.017903124,1.790312426,0.01663184,0.017903124,10.91044899,10.18745984
-152.477,60.832,Mean,***|,N/A,1033,0.016387301,1.638730069,0.019541226,1.954122633,0.016387301,0.019541226,11.45013494,10.50641266
-152.422,60.832,Mean,***|,N/A,1033,0.016113059,1.611305909,0.01915232,1.915232,0.016113059,0.01915232,12.11654675,10.8892771
-152.367,60.831,Mean,***|,N/A,1033,0.017806126,1.780612594,0.020677946,2.067794601,0.017806126,0.020677946,12.93899305,11.36454372
-152.312,60.831,Mean,***|,N/A,1033,0.017547327,1.754732674,0.02032471,2.032471007,0.017547327,0.02032471,13.60894634,11.7748931
-152.256,60.831,Mean,***|,N/A,1033,0.017403043,1.740304252,0.020138471,2.013847104,0.017403043,0.020138471,13.98911109,11.90393495
-152.201,60.83,Mean,***|,N/A,1033,0.017118719,1.711871914,0.021686375,2.168637479,0.017118719,0.021686375,14.91693407,12.45565554
-152.146,60.83,Mean,***|,N/A,1033,0.016941638,1.694163752,0.021457177,2.145717719,0.016941638,0.021457177,15.46052989,12.67494972
-152.091,60.83,Mean,***|,N/A,1033,0.018560043,1.856004339,0.020965649,2.096564949,0.018560043,0.020965649,16.72177331,13.40615994
-152.036,60.829,Mean,***|,N/A,1033,0.018321372,1.832137185,0.022635476,2.263547606,0.018321372,0.022635476,17.55570576,13.7716344
-151.981,60.829,Mean,***|,N/A,1033,0.018133001,1.813300115,0.022365011,2.23650111,0.018133001,0.022365011,18.22864234,14.11746533
-151.925,60.829,Mean,***|,N/A,1033,0.019864871,1.986487059,0.022039283,2.203928259,0.019864871,0.022039283,19.28391697,14.61217047
-151.87,60.828,Mean,***|,N/A,1033,0.019655296,1.96552957,0.0236818,2.368180035,0.019655296,0.0236818,20.07213211,14.96944662
-151.815,60.828,Mean,***|,N/A,1033,0.019492842,1.949284191,0.02338386,2.338385968,0.019492842,0.02338386,20.73427835,15.23334699
-150.933,60.817,Mean,***|,N/A,1033,0.022343206,2.234320625,0.027838189,2.78381885,0.022343206,0.027838189,38.83250565,21.30411584
-152.808,60.86,Mean,***|,N/A,1033,0.014366176,1.436617605,0.016553305,1.655330493,0.014366176,0.016553305,7.798281849,8.188421016
-152.753,60.86,Mean,***|,N/A,1033,0.014047937,1.404793661,0.01606635,1.606635047,0.014047937,0.01606635,8.387539558,8.593702724
-152.698,60.859,Mean,***|,N/A,1033,0.015746816,1.574681633,0.017582034,1.758203365,0.015746816,0.017582034,8.833339719,8.871321701
-152.642,60.859,Mean,***|,N/A,1033,0.015377694,1.537769374,0.016929183,1.692918274,0.015377694,0.016929183,9.488575677,9.309306456
-152.587,60.859,Mean,***|,N/A,1033,0.015105425,1.510542467,0.018545432,1.854543244,0.015105425,0.018545432,9.92869707,9.556744769
-152.532,60.859,Mean,***|,N/A,1033,0.016752947,1.675294711,0.018075446,1.807544557,0.016752947,0.018075446,10.61011552,9.999428009
-152.477,60.859,Mean,***|,N/A,1033,0.01651075,1.651074971,0.019725701,1.972570141,0.01651075,0.019725701,11.1472824,10.31702657
-152.422,60.859,Mean,***|,N/A,1033,0.01623301,1.623300989,0.01931041,1.931040968,0.01623301,0.01931041,11.81031438,10.70251786
-152.366,60.858,Mean,***|,N/A,1033,0.015961634,1.596163376,0.020865838,2.086583811,0.015961634,0.020865838,12.58193954,11.16708192
-152.311,60.858,Mean,***|,N/A,1033,0.017696574,1.769657419,0.020548756,2.054875634,0.017696574,0.020548756,13.17707904,11.47172327
-152.256,60.858,Mean,***|,N/A,1033,0.017388159,1.738815894,0.020106875,2.010687482,0.017388159,0.020106875,14.05396527,12.00749427
-152.201,60.857,Mean,***|,N/A,1033,0.017207437,1.720743722,0.021820751,2.182075144,0.017207437,0.021820751,14.62569644,12.28523055
-152.145,60.857,Mean,***|,N/A,1033,0.018898766,1.889876568,0.021418156,2.141815622,0.018898766,0.021418156,15.56020264,12.79436812
-152.09,60.857,Mean,***|,N/A,1033,0.018686631,1.86866307,0.021134503,2.113450337,0.018686631,0.021134503,16.17865781,13.1094329
-152.035,60.856,Mean,***|,N/A,1033,0.030529533,3.05295327,0.036912856,3.691285633,0.030529533,0.036912856,18.6147689,14.62200263
-151.98,60.856,Mean,***|,N/A,1033,0.01827669,1.827668956,0.022552213,2.2552213,0.01827669,0.022552213,17.63331781,13.82884953
-151.925,60.855,Mean,***|,N/A,1033,0.018018051,1.801805107,0.022224223,2.222422336,0.018018051,0.022224223,18.60775571,14.2778483
-151.869,60.855,Mean,***|,N/A,1033,0.019827419,1.982741892,0.021975322,2.197532187,0.019827419,0.021975322,19.32945006,14.62883903
-151.814,60.855,Mean,***|,N/A,1033,0.019537896,1.953789634,0.023439392,2.343939204,0.019537896,0.023439392,20.49669493,15.18679151
-152.753,60.886,Mean,***|,N/A,1033,0.014175708,1.417570766,0.016244329,1.624432938,0.014175708,0.016244329,8.160754356,8.454237665
-152.697,60.886,Mean,***|,N/A,1033,0.015776301,1.577630109,0.017628124,1.762812359,0.015776301,0.017628124,8.831939968,8.897430857
-152.642,60.886,Mean,***|,N/A,1033,0.015510976,1.551097563,0.017155694,1.715569355,0.015510976,0.017155694,9.296588733,9.194726416
-152.587,60.886,Mean,***|,N/A,1033,0.015152375,1.515237479,0.018602568,1.860256785,0.015152375,0.018602568,9.887597957,9.562822957
-152.532,60.886,Mean,***|,N/A,1033,0.016826085,1.682608466,0.018200651,1.820065144,0.016826085,0.018200651,10.43606599,9.926988884
-152.476,60.886,Mean,***|,N/A,1033,0.016575896,1.657589622,0.019795616,1.979561595,0.016575896,0.019795616,11.01607226,10.26449268
-152.421,60.885,Mean,***|,N/A,1033,0.016299206,1.629920587,0.019405894,1.940589436,0.016299206,0.019405894,11.67213675,10.64721914
-152.366,60.885,Mean,***|,N/A,1033,0.016016479,1.601647912,0.018965416,1.896541621,0.016016479,0.018965416,12.46271302,11.14487415
-152.31,60.885,Mean,***|,N/A,1033,0.017690154,1.769015419,0.020536511,2.053651133,0.017690154,0.020536511,13.27332021,11.58427743
-152.255,60.885,Mean,***|,N/A,1033,0.017467197,1.746719661,0.020212988,2.021298799,0.017467197,0.020212988,13.85279197,11.93015266
-152.2,60.884,Mean,***|,N/A,1033,0.017186857,1.718685711,0.021782322,2.178232192,0.017186857,0.021782322,14.75415818,12.4558682
-152.145,60.884,Mean,***|,N/A,1033,0.016957338,1.69573378,0.021470619,2.147061912,0.016957338,0.021470619,15.51907046,12.83414948
-152.089,60.884,Mean,***|,N/A,1033,0.018707485,1.870748503,0.021158158,2.115815785,0.018707485,0.021158158,16.15683739,13.17383225
